trainx,train_y
32.9,13.0
31.545454545454547,14.0
29.7,19.0
29.8,16.0
31.0,14.0
32.0,17.0
30.2,24.0
32.0,17.0
36.2,14.0
37.2,19.0
38.4,19.0
37.9,34.0
36.2,32.0
33.888888888888886,-2.0
33.7,12.0
37.5,19.0
38.77777777777778,1.0
39.1,1.0
39.22222222222222,1.0
36.1,1.0
34.888888888888886,1.0
35.8,1.0
36.2,1.0
34.7,1.0
35.9,1.0
36.7,1.0
36.9,1.0
36.0,1.0
36.1,1.0
39.0,1.0
38.5,1.0
33.4,1.0
36.2,1.0
49.333333333333336,-2.0
50.9,-2.0
45.5,38.0
39.4,1.0
37.875,18.0
35.4,1.0
34.44444444444444,-3.0
33.0,24.0
35.0,24.0
40.9,1.0
42.44444444444444,1.0
47.0,1.0
41.3,29.0
41.63636363636363,1.0
43.3,1.0
48.0,33.0
41.5,1.0
38.8,1.0
39.666666666666664,1.0
45.7,1.0
42.90909090909091,1.0
54.6,35.0
62.7,500.0
63.3,1.0
50.9,35.0
56.0,35.0
59.63636363636363,45.0
44.5,41.0
37.6,43.0
33.6,38.0
32.0,37.0
35.3,30.0
42.0,20.0
40.3,19.0
39.18181818181818,25.0
45.4,36.0
50.4,51.0
51.9,54.0
44.0,47.0
35.6,34.0
37.111111111111114,30.0
36.3,23.0
33.2,22.0
32.3,11.0
31.6,15.0
31.0,19.0
27.4,19.0
29.7,12.0
34.9,22.0
38.4,19.0
32.44444444444444,17.0
40.1,20.0
41.666666666666664,21.0
10.4,19.0
13.88888888888889,8.0
9.11111111111111,3.0
9.0,3.0
14.444444444444445,8.0
16.1,7.0
10.11111111111111,2.0
8.0,1.0
5.3,1.0
4.454545454545454,2.0
7.777777777777778,1.0
6.0,1.0
6.1,1.0
5.888888888888889,1.0
6.7,1.0
6.555555555555555,1.0
9.363636363636363,3.0
10.1,3.0
6.6,3.0
8.2,6.0
9.7,13.0
15.1,19.0
22.333333333333332,14.0
17.4,14.0
4.555555555555555,10.0
6.555555555555555,11.0
4.444444444444445,4.0
1.9,11.0
2.8,21.0
3.0,27.0
5.0,19.0
12.0,19.0
7.0,3.0
4.2,1.0
4.7,3.0
3.2,7.0
3.888888888888889,4.0
4.428571428571429,1.0
4.9,1.0
5.7,1.0
6.6,1.0
6.909090909090909,6.0
9.7,13.0
16.875,9.0
17.2,6.0
10.5,9.0
14.8,15.0
15.2,16.0
15.9,18.0
15.4,19.0
14.5,18.0
15.222222222222221,7.0
14.3,1.0
12.9,1.0
15.4,1.0
14.444444444444445,6.0
9.0,1.0
3.0,1.0
6.333333333333333,1.0
0.0,1.0
5.25,2.0
2.0,2.0
4.0,8.0
0.0,8.0
3.3333333333333335,10.0
0.0,10.0
2.6,5.0
0.0,5.0
2.0,1.0
0.0,1.0
3.0,1.0
0.0,1.0
2.8,1.0
0.0,1.0
3.4285714285714284,6.0
0.0,6.0
3.5,7.0
0.0,7.0
6.0,8.0
0.2,8.0
8.0,1.0
1.5,1.0
5.5,1.0
1.0,1.0
8.428571428571429,1.0
1.25,1.0
10.8,12.0
1.75,12.0
12.666666666666666,5.0
2.75,5.0
11.0,15.0
2.0,15.0
10.0,6.0
2.6666666666666665,6.0
9.571428571428571,18.0
1.4,18.0
11.5,9.0
1.6,9.0
11.833333333333334,13.0
2.0,13.0
12.2,7.0
1.5,7.0
11.6,9.0
2.0,9.0
14.0,8.0
4.0,8.0
10.666666666666666,1.0
12.0,1.0
6.0,1.0
13.6,1.0
7.5,2.0
7.0,2.0
5.0,8.0
5.0,8.0
5.5,10.0
5.0,10.0
4.0,5.0
3.5,5.0
2.5,1.0
2.0,1.0
5.0,1.0
2.6666666666666665,1.0
7.0,1.0
5.333333333333333,1.0
6.5,6.0
6.0,6.0
6.6,7.0
5.0,7.0
6.0,8.0
7.5,8.0
11.5,1.0
8.25,1.0
13.7,1.0
10.0,1.0
5.666666666666667,1.0
11.0,1.0
8.2,1.0
8.0,12.0
12.25,12.0
5.2,5.0
15.333333333333334,5.0
5.4,15.0
10.0,15.0
10.333333333333334,6.0
12.0,6.0
10.0,18.0
10.6,18.0
5.857142857142857,9.0
12.333333333333334,9.0
6.166666666666667,13.0
15.666666666666666,13.0
5.8,7.0
13.8,7.0
2.6666666666666665,9.0
12.666666666666666,9.0
4.714285714285714,8.0
16.2,8.0
18.428571428571427,21.0
19.2,24.0
19.8,18.0
20.5,23.0
20.666666666666668,16.0
18.571428571428573,19.0
18.0,18.0
17.125,18.0
16.833333333333332,7.0
16.8,9.0
19.0,9.0
20.8,13.0
24.0,9.0
19.833333333333332,17.0
18.5,20.0
19.0,18.0
17.0,17.0
16.285714285714285,17.0
15.666666666666666,16.0
17.333333333333332,18.0
17.0,18.0
15.857142857142858,19.0
14.5,18.0
15.5,7.0
20.0,12.0
19.6,13.0
13.75,15.0
20.0,18.0
17.0,12.0
11.333333333333334,12.0
14.0,7.0
11.285714285714286,8.0
9.25,4.0
7.571428571428571,15.0
8.2,16.0
12.375,24.0
18.375,8.0
12.375,8.0
11.5,12.0
10.833333333333334,12.0
10.5,15.0
10.285714285714286,15.0
10.0,17.0
9.3,14.0
9.142857142857142,11.0
10.0,7.0
10.5,1.0
11.0,3.0
11.0,3.0
10.0,8.0
9.0,13.0
8.0,1.0
3.25,4.0
4.222222222222222,3.0
9.857142857142858,12.0
10.833333333333334,11.0
8.833333333333334,8.0
9.2,3.0
9.6,12.0
28.0,25.0
27.0,23.0
25.571428571428573,28.0
26.5,20.0
27.0,24.0
24.6,21.0
22.166666666666668,17.0
18.5,18.0
11.0,8.0
13.428571428571429,16.0
17.0,16.0
20.0,16.0
19.285714285714285,17.0
18.4,19.0
22.0,20.0
25.6,22.0
28.285714285714285,14.0
34.0,24.0
30.571428571428573,17.0
27.666666666666668,22.0
28.0,744.0
26.4,11.0
29.0,12.0
27.714285714285715,14.0
22.5,20.0
19.142857142857142,21.0
29.285714285714285,21.0
31.0,29.0
31.333333333333332,30.0
28.333333333333332,28.0
19.2,21.0
17.571428571428573,12.0
17.5,12.0
17.857142857142858,16.0
20.0,24.0
23.75,22.0
25.833333333333332,22.0
27.75,18.0
27.4,18.0
27.857142857142858,16.0
30.25,18.0
33.2,21.0
30.166666666666668,20.0
28.0,17.0
36.666666666666664,34.0
36.333333333333336,20.0
36.0,30.0
35.5,32.0
34.333333333333336,37.0
33.57142857142857,31.0
41.5,25.0
33.5,25.0
34.0,28.0
34.0,25.0
33.0,25.0
30.5,25.0
32.875,35.0
35.57142857142857,39.0
34.666666666666664,38.0
35.8,37.0
37.6,35.0
38.0,39.0
38.333333333333336,43.0
39.5,40.0
40.833333333333336,37.0
41.0,30.0
46.75,42.0
49.285714285714285,32.0
42.5,19.0
37.6,36.0
37.6,32.0
33.285714285714285,37.0
28.25,35.0
27.0,36.0
28.5,29.0
32.25,32.0
32.666666666666664,31.0
34.0,30.0
33.8,28.0
34.8,26.0
36.75,36.0
35.25,30.0
31.5,29.0
28.833333333333332,11.0
27.0,9.0
27.6,9.0
29.0,19.0
23.6,15.0
24.6,14.0
30.0,14.0
35.333333333333336,36.0
27.333333333333332,35.0
14.2,25.0
11.333333333333334,10.0
